path,label,subject,ear,mar
/content/data/Drowsy/L0134.png,1,L,0.3122162210969649,0.048934153336581236
/content/data/Drowsy/ZB1482.png,1,ZB,0.264060686541577,0.03475534036093992
/content/data/Drowsy/Y0483.png,1,Y,0.1824725261964406,0.010666154535943292
/content/data/Drowsy/ZB0453.png,1,ZB,0.202963015203717,0.035279193603746255
/content/data/Drowsy/M0738.png,1,M,0.15671894406893894,0.06757964737349186
/content/data/Drowsy/B0275.png,1,B,0.2445320219826051,0.023562098098986694
/content/data/Drowsy/I0152.png,1,I,0.17238648543413837,0.013783109077304213
/content/data/Drowsy/ZA0166.png,1,ZA,0.21958266269418686,0.02324009397513073
/content/data/Drowsy/A0169.png,1,A,0.19624946037204075,0.008434607798983095
/content/data/Drowsy/W0099.png,1,W,0.2748563806304653,0.016063437165717127
/content/data/Drowsy/K0396.png,1,K,0.31599860831194093,0.08610497710385547
/content/data/Drowsy/E0507.png,1,E,0.3809936282820219,0.019388184039803816
/content/data/Drowsy/J0086.png,1,J,0.18641654861816692,0.035406701230735894
/content/data/Drowsy/ZC1331.png,1,ZC,0.31727834368033037,0.038717411107388786
/content/data/Drowsy/X0134.png,1,X,0.2072838210043073,0.0271849339255433
/content/data/Drowsy/P0610.png,1,P,0.15209632773076132,0.015507839199898073
/content/data/Drowsy/ZA0985.png,1,ZA,0.2221815174375382,0.025074014513417838
/content/data/Drowsy/N0422.png,1,N,0.2061930894809702,0.02755984482307981
/content/data/Drowsy/I1111.png,1,I,0.21287450133716643,0.01394512701523907
/content/data/Drowsy/W0012.png,1,W,0.26564251475414297,0.018465730175280193
/content/data/Drowsy/A0172.png,1,A,0.26455406556915095,0.011277539851642215
/content/data/Drowsy/G0456.png,1,G,0.19330982727362106,0.020863923122602438
/content/data/Drowsy/O0284.png,1,O,0.3740319797102552,0.05775599390566919
/content/data/Drowsy/A1224.png,1,A,0.26122299095979906,0.009707939066696732
/content/data/Drowsy/X1327.png,1,X,0.20979766045474996,0.02847965571428114
/content/data/Drowsy/Y0030.png,1,Y,0.15710328854941982,0.019234026222739543
/content/data/Drowsy/J0248.png,1,J,0.22232309863072222,0.0477917495336822
/content/data/Drowsy/X0840.png,1,X,0.22016926000361425,0.030339769070454648
/content/data/Drowsy/D0087.png,1,D,0.2347047523874783,0.03853056239354941
/content/data/Drowsy/X1760.png,1,X,0.14637626900646092,0.019457489132973845
/content/data/Drowsy/Q0349.png,1,Q,0.2199875373972799,0.013809979515984446
/content/data/Drowsy/A0039.png,1,A,0.2382791153202503,0.007707409734559243
/content/data/Drowsy/G0037.png,1,G,0.17064221998828,0.019696130850031454
/content/data/Drowsy/ZC0710.png,1,ZC,0.3592351055367068,0.03696746854571276
/content/data/Drowsy/I0959.png,1,I,0.20593667062755988,0.021010700673005808
/content/data/Drowsy/A0258.png,1,A,0.2781607775564692,0.01598917114093617
/content/data/Drowsy/ZA0365.png,1,ZA,0.20084310156065768,0.02125889766863776
/content/data/Drowsy/O0108.png,1,O,0.2735169314344787,0.04409283460385187
/content/data/Drowsy/B0205.png,1,B,0.2617353110173741,0.015492202461941544
/content/data/Drowsy/K0560.png,1,K,0.34199932877144046,0.0802522806885395
/content/data/Drowsy/W1054.png,1,W,0.23783345154597868,0.019494006065660836
/content/data/Drowsy/W1038.png,1,W,0.2561439066115814,0.01834724564437408
/content/data/Drowsy/W1112.png,1,W,0.25686133829466046,0.019327121209853863
/content/data/Drowsy/T0884.png,1,T,0.14122114159599047,0.023531848530149835
/content/data/Drowsy/W0504.png,1,W,0.25457674906905914,0.020411803166480565
/content/data/Drowsy/ZA0790.png,1,ZA,0.09255325399163025,0.018490993984271023
/content/data/Drowsy/O0151.png,1,O,0.35470097660636357,0.0854620257363492
/content/data/Drowsy/ZC0840.png,1,ZC,0.2830231442501556,0.03779287451701787
/content/data/Drowsy/ZA0693.png,1,ZA,0.2095527158821757,0.020446495548622403
/content/data/Drowsy/P0533.png,1,P,0.14860988795835267,0.015672827419842283
/content/data/Drowsy/M0093.png,1,M,0.09508973096566256,0.053478840297212976
/content/data/Drowsy/A0703.png,1,A,0.21242353229282465,0.014705222934816038
/content/data/Drowsy/E0688.png,1,E,0.3214563901112458,0.01053780819284055
/content/data/Drowsy/R0193.png,1,R,0.2087359432264762,0.04061531946722949
/content/data/Drowsy/R0080.png,1,R,0.24477352855499956,0.07349620879575991
/content/data/Drowsy/G0379.png,1,G,0.15024978945092338,0.02098649190352083
/content/data/Drowsy/X1037.png,1,X,0.18714719456508444,0.01754523527672788
/content/data/Drowsy/K0234.png,1,K,0.33980440088289343,0.07450257862269621
/content/data/Drowsy/F0062.png,1,F,0.389193791139543,0.07031831265246269
/content/data/Drowsy/N0555.png,1,N,0.1693316459321017,0.038162098293010156
/content/data/Drowsy/T0240.png,1,T,0.161973050662787,0.009461462400417878
/content/data/Drowsy/G0497.png,1,G,0.10659029222004093,0.021019069196003257
/content/data/Drowsy/Y0814.png,1,Y,0.2122063505413807,0.018261953837378317
/content/data/Drowsy/E0729.png,1,E,0.3391539599213357,0.019133107534933348
/content/data/Drowsy/G0292.png,1,G,0.16949317870933117,0.021844055994495355
/content/data/Drowsy/ZB1153.png,1,ZB,0.24169786931634285,0.01995373082292407
/content/data/Drowsy/E0699.png,1,E,0.40548371828518814,0.01078129687723083
/content/data/Drowsy/X0919.png,1,X,0.21020978308703916,0.024026596069906238
/content/data/Drowsy/O1328.png,1,O,0.3211006522874469,0.043491063845279364
/content/data/Drowsy/N0337.png,1,N,0.251647078526692,0.03490119488107006
/content/data/Drowsy/K0058.png,1,K,0.2949334158655319,0.07904408745664128
/content/data/Drowsy/N0640.png,1,N,0.165076496211155,0.02749884332238282
/content/data/Drowsy/C0018.png,1,C,0.33430543519709555,0.023564375569535834
/content/data/Drowsy/X1339.png,1,X,0.2146748473192412,0.025494885598212173
/content/data/Drowsy/F0090.png,1,F,0.39124288233279136,0.09685888946980006
/content/data/Drowsy/B0229.png,1,B,0.14785681380770316,0.009668975044976
/content/data/Drowsy/Q0567.png,1,Q,0.1942354450029467,0.018242671320277345
/content/data/Drowsy/ZB0703.png,1,ZB,0.2717083593205295,0.01095680878890703
/content/data/Drowsy/T0149.png,1,T,0.1448502818194674,0.006687800621214845
/content/data/Drowsy/U0202.png,1,U,0.2149021166332854,0.013300511802537166
/content/data/Drowsy/S0095.png,1,S,0.20667236774115666,0.030553799055010773
/content/data/Drowsy/Q0317.png,1,Q,0.20796643709624502,0.014541564582383372
/content/data/Drowsy/L0222.png,1,L,0.28957493341453516,0.04066358474478989
/content/data/Drowsy/ZC0523.png,1,ZC,0.329107268021296,0.03691918806434602
/content/data/Drowsy/J0158.png,1,J,0.18898173678329094,0.03291816544650366
/content/data/Drowsy/S0117.png,1,S,0.21968945007382426,0.03094022722981981
/content/data/Drowsy/G0495.png,1,G,0.1747893297558908,0.022301746587178078
/content/data/Drowsy/X0733.png,1,X,0.2515503049220207,0.008406451875998302
/content/data/Drowsy/A0523.png,1,A,0.22294549892146873,0.01211074770249992
/content/data/Drowsy/A0208.png,1,A,0.21111919638477666,0.021761208237915587
/content/data/Drowsy/P0783.png,1,P,0.16903286570036882,0.020165076922843434
/content/data/Drowsy/ZB0567.png,1,ZB,0.22474781658508178,0.0511838852061544
/content/data/Drowsy/V0311.png,1,V,0.15401428955565577,0.038978395745360495
/content/data/Drowsy/X0511.png,1,X,0.20531027164442645,0.02554357650787023
/content/data/Drowsy/Y1230.png,1,Y,0.1561261930343161,0.02627734649624352
/content/data/Drowsy/J0355.png,1,J,0.21671738263256124,0.032376083304960473
/content/data/Drowsy/E0453.png,1,E,0.33865908972183423,0.01510809366498472
/content/data/Drowsy/P0008.png,1,P,0.2437476754494929,0.020792584836244427
/content/data/Drowsy/Y0473.png,1,Y,0.15331693038160063,0.025690477567051534
/content/data/Drowsy/N0840.png,1,N,0.17981015800244637,0.018356045146320946
/content/data/Drowsy/A1316.png,1,A,0.20207336270515733,0.004953266256686367
/content/data/Drowsy/ZA0878.png,1,ZA,0.23055966188282617,0.024841558473236602
/content/data/Drowsy/M0546.png,1,M,0.10796845585288292,0.04142841851738873
/content/data/Drowsy/P0762.png,1,P,0.15957177267228592,0.022149366271647576
/content/data/Drowsy/N0336.png,1,N,0.2648839499645717,0.041868144683553724
/content/data/Drowsy/C0334.png,1,C,0.3306808612983864,0.033685515764056304
/content/data/Drowsy/C0338.png,1,C,0.3289476696381146,0.033930482662347265
/content/data/Drowsy/A0428.png,1,A,0.22730015900686507,0.014279914398797803
/content/data/Drowsy/D0173.png,1,D,0.2212606164581823,0.035043115115625245
/content/data/Drowsy/C0235.png,1,C,0.336451608393771,0.037698389467284744
/content/data/Drowsy/ZC0251.png,1,ZC,0.33766160752151875,0.03729354302996685
/content/data/Drowsy/ZB0249.png,1,ZB,0.2570039142502658,0.0290270104911233
/content/data/Drowsy/ZB1311.png,1,ZB,0.2129868660960075,0.03546992490834639
/content/data/Drowsy/X0552.png,1,X,0.21961401480988044,0.03250738370437246
/content/data/Drowsy/G0031.png,1,G,0.16038842067959697,0.0197107335779716
/content/data/Drowsy/ZA0368.png,1,ZA,0.20436320429343185,0.02877977645607731
/content/data/Drowsy/S0263.png,1,S,0.19195542964942885,0.03074791368077963
/content/data/Drowsy/ZB1076.png,1,ZB,0.23736567677676504,0.029642845952412702
/content/data/Drowsy/K0049.png,1,K,0.27172146142908604,0.07656246607964125
/content/data/Drowsy/N0542.png,1,N,0.1567742662867509,0.026944053364515653
/content/data/Drowsy/N0813.png,1,N,0.1787498424894251,0.04343436273939528
/content/data/Drowsy/V0088.png,1,V,0.18402261318360452,0.03739302225579929
/content/data/Drowsy/A0841.png,1,A,0.2523025710298312,0.007460883165110127
/content/data/Drowsy/X0692.png,1,X,0.23973990999866668,0.008347744865988254
/content/data/Drowsy/U0339.png,1,U,0.22251929777041196,0.01063276326700349
/content/data/Drowsy/L0554.png,1,L,0.277289968334235,0.04060563748367925
/content/data/Drowsy/E0454.png,1,E,0.34307994825917276,0.020219532101401885
/content/data/Drowsy/H0226.png,1,H,0.3631298662931057,0.10972068914893263
/content/data/Drowsy/O0188.png,1,O,0.2842684905690394,0.07559835069865382
/content/data/Drowsy/X0708.png,1,X,0.23165413510046656,0.016218787775056476
/content/data/Drowsy/A0414.png,1,A,0.23566264359285172,0.016730065509643538
/content/data/Drowsy/ZA0262.png,1,ZA,0.11229778754867005,0.015117840649822906
/content/data/Drowsy/O0381.png,1,O,0.29609301968625057,0.04502061007480627
/content/data/Drowsy/A0249.png,1,A,0.2676184538409653,0.010474335438931476
/content/data/Drowsy/ZB0224.png,1,ZB,0.2625870246790737,0.03159095159138445
/content/data/Drowsy/P0383.png,1,P,0.12823385440109558,0.018270041630555043
/content/data/Drowsy/N0821.png,1,N,0.16595717535756516,0.03423821080079315
/content/data/Drowsy/ZC0315.png,1,ZC,0.34695286115504254,0.03600618705468901
/content/data/Drowsy/H0035.png,1,H,0.35957156588469463,0.09306876378884642
/content/data/Drowsy/Y0776.png,1,Y,0.15005783689681634,0.02590711697534049
/content/data/Drowsy/Y0958.png,1,Y,0.13118617760640933,0.025567364713993283
/content/data/Drowsy/F0094.png,1,F,0.38948034311462765,0.09729001032576945
/content/data/Drowsy/ZA0094.png,1,ZA,0.19366465457618856,0.015997618286949466
/content/data/Drowsy/ZB0187.png,1,ZB,0.2758887273966192,0.03173871342430882
/content/data/Drowsy/ZC0581.png,1,ZC,0.3390973114016633,0.032538240687025
/content/data/Drowsy/X0709.png,1,X,0.23305950128744418,0.008203576262123553
/content/data/Drowsy/ZC1355.png,1,ZC,0.3297729046492575,0.03388881649671473
/content/data/Drowsy/Y0521.png,1,Y,0.14696604724188359,0.08221256310589298
/content/data/Drowsy/F0045.png,1,F,0.3908087768547764,0.056344538275887826
/content/data/Drowsy/T0762.png,1,T,0.15773596556459907,0.018360654629851002
/content/data/Drowsy/R0018.png,1,R,0.2955382784104426,0.05917595311215106
/content/data/Drowsy/E0155.png,1,E,0.37347740189936085,0.013387328108333514
/content/data/Drowsy/X0353.png,1,X,0.21901635110579942,0.03228504792561123
/content/data/Drowsy/T0559.png,1,T,0.1634584703770351,0.01221513585510799
/content/data/Drowsy/L0454.png,1,L,0.2990613889384566,0.04033400260947326
/content/data/Drowsy/X0199.png,1,X,0.20102738218573057,0.030546058808464952
/content/data/Drowsy/B0256.png,1,B,0.24552116388825104,0.017132956610535086
/content/data/Drowsy/B0084.png,1,B,0.2509187096053064,0.010165712458739462
/content/data/Drowsy/J0460.png,1,J,0.21059204203952586,0.03150539638578506
/content/data/Drowsy/Q0473.png,1,Q,0.2511674751619602,0.0378861307810028
/content/data/Drowsy/I0233.png,1,I,0.2152076410970108,0.014535113033601879
/content/data/Drowsy/X0625.png,1,X,0.2741216673890338,0.024203374555366308
/content/data/Drowsy/M0145.png,1,M,0.0955272569000853,0.07163350043075939
/content/data/Drowsy/B0071.png,1,B,0.18242716096037304,0.01292086972233511
